Drug name,Drug target,Target Pathway,Feature Name,ic50_effect_size
WZ3105,"SRC, ROCK2, NTRK2, FLT3, IRAK1, others",Other,NRAS_mut,0.7579130872203688
WZ3105,"SRC, ROCK2, NTRK2, FLT3, IRAK1, others",Other,SACS_mut,0.4314879331251666
WZ3105,"SRC, ROCK2, NTRK2, FLT3, IRAK1, others",Other,TP53_mut,0.8092298966361839
XMD14-99,"ALK, CDK7, LTK, others","Other, kinases",ASXL1_mut,0.08458106638498641
XMD14-99,"ALK, CDK7, LTK, others","Other, kinases",CREBBP_mut,0.37303383818250974
XMD14-99,"ALK, CDK7, LTK, others","Other, kinases",KRAS_mut,0.9567948216826164
XMD14-99,"ALK, CDK7, LTK, others","Other, kinases",NRAS_mut,1.7491750610206045
XMD14-99,"ALK, CDK7, LTK, others","Other, kinases",SACS_mut,0.18005153102954785
XMD14-99,"ALK, CDK7, LTK, others","Other, kinases",TP53_mut,0.6903986252844605
Quizartinib,FLT3,RTK signaling,ASXL1_mut,0.6352568519245462
Quizartinib,FLT3,RTK signaling,CREBBP_mut,0.4731768815041049
Quizartinib,FLT3,RTK signaling,KRAS_mut,0.9130702611178512
Quizartinib,FLT3,RTK signaling,NRAS_mut,0.8140381354329407
Quizartinib,FLT3,RTK signaling,SACS_mut,0.3478462360764719
Quizartinib,FLT3,RTK signaling,TP53_mut,0.22443633917173933
CP724714,ERBB2,EGFR signaling,ASXL1_mut,1.2601113841923783
CP724714,ERBB2,EGFR signaling,CREBBP_mut,0.41430146986567723
CP724714,ERBB2,EGFR signaling,KRAS_mut,0.9347688417764307
CP724714,ERBB2,EGFR signaling,NRAS_mut,0.32314481328610545
CP724714,ERBB2,EGFR signaling,SACS_mut,0.5721527961800327
CP724714,ERBB2,EGFR signaling,TP53_mut,0.30085545612763026
JW-7-24-1,LCK,"Other, kinases",ASXL1_mut,0.12459305741537281
JW-7-24-1,LCK,"Other, kinases",CREBBP_mut,0.21065229840888858
JW-7-24-1,LCK,"Other, kinases",KRAS_mut,0.3809261122023089
JW-7-24-1,LCK,"Other, kinases",NRAS_mut,1.6284892308322094
JW-7-24-1,LCK,"Other, kinases",SACS_mut,0.28939321842721166
JW-7-24-1,LCK,"Other, kinases",TP53_mut,0.5060833211203167
NPK76-II-72-1,PLK3,Cell cycle,ASXL1_mut,0.14660412859661734
NPK76-II-72-1,PLK3,Cell cycle,CREBBP_mut,0.7001781481987439
NPK76-II-72-1,PLK3,Cell cycle,KRAS_mut,0.647840157539218
NPK76-II-72-1,PLK3,Cell cycle,NRAS_mut,1.5680384584743252
NPK76-II-72-1,PLK3,Cell cycle,SACS_mut,0.7685501847559459
NPK76-II-72-1,PLK3,Cell cycle,TP53_mut,0.5780159834194779
STF-62247,Autophagy inducer,Other,ASXL1_mut,0.052056899857050636
STF-62247,Autophagy inducer,Other,CREBBP_mut,0.9899419795732304
STF-62247,Autophagy inducer,Other,KRAS_mut,0.17792310445513024
STF-62247,Autophagy inducer,Other,NRAS_mut,0.47644577373592434
STF-62247,Autophagy inducer,Other,SACS_mut,1.1150070377134789
STF-62247,Autophagy inducer,Other,TP53_mut,0.16457059840449825
NG-25,"TAK1, M4K2","Other, kinases",ASXL1_mut,0.03114449552456985
NG-25,"TAK1, M4K2","Other, kinases",CREBBP_mut,0.9916669301615373
NG-25,"TAK1, M4K2","Other, kinases",KRAS_mut,0.9750031734422352
NG-25,"TAK1, M4K2","Other, kinases",NRAS_mut,1.2913587731439211
NG-25,"TAK1, M4K2","Other, kinases",SACS_mut,0.1202822152090767
NG-25,"TAK1, M4K2","Other, kinases",TP53_mut,0.6741725292301466
TL-1-85,"TAK1, MAP4K2","Other, kinases",ASXL1_mut,0.11496482344477883
TL-1-85,"TAK1, MAP4K2","Other, kinases",CREBBP_mut,1.0487548731540002
TL-1-85,"TAK1, MAP4K2","Other, kinases",KRAS_mut,1.0074292282626331
TL-1-85,"TAK1, MAP4K2","Other, kinases",NRAS_mut,1.2908228322631115
TL-1-85,"TAK1, MAP4K2","Other, kinases",SACS_mut,0.18981827049158312
TL-1-85,"TAK1, MAP4K2","Other, kinases",TP53_mut,0.7188881444890061
VX-11e,ERK2,ERK MAPK signaling,ASXL1_mut,0.3362364554757595
VX-11e,ERK2,ERK MAPK signaling,CREBBP_mut,0.32129750143881913
VX-11e,ERK2,ERK MAPK signaling,KRAS_mut,0.24444377133375428
VX-11e,ERK2,ERK MAPK signaling,NRAS_mut,0.12562972283992777
VX-11e,ERK2,ERK MAPK signaling,SACS_mut,0.6529599821672424
VX-11e,ERK2,ERK MAPK signaling,TP53_mut,0.3300143571564354
FR-180204,"ERK1, ERK2",ERK MAPK signaling,ASXL1_mut,0.2738834994504517
FR-180204,"ERK1, ERK2",ERK MAPK signaling,CREBBP_mut,0.36353010275923014
FR-180204,"ERK1, ERK2",ERK MAPK signaling,KRAS_mut,0.36391186491933913
FR-180204,"ERK1, ERK2",ERK MAPK signaling,NRAS_mut,1.154599214551038
FR-180204,"ERK1, ERK2",ERK MAPK signaling,SACS_mut,0.4631616483036422
FR-180204,"ERK1, ERK2",ERK MAPK signaling,TP53_mut,0.7678086459933864
ACY-1215,HDAC6,Chromatin histone acetylation,ASXL1_mut,0.5216787830647747
ACY-1215,HDAC6,Chromatin histone acetylation,CREBBP_mut,0.7285132163072978
ACY-1215,HDAC6,Chromatin histone acetylation,KRAS_mut,1.0208951331958285
ACY-1215,HDAC6,Chromatin histone acetylation,NRAS_mut,1.0503751072652823
ACY-1215,HDAC6,Chromatin histone acetylation,SACS_mut,0.6473451714925101
ACY-1215,HDAC6,Chromatin histone acetylation,TP53_mut,0.8397900664910822
Tubastatin A,"HDAC1, HDAC6, HDAC8",Chromatin histone acetylation,ASXL1_mut,0.1757214782991036
Tubastatin A,"HDAC1, HDAC6, HDAC8",Chromatin histone acetylation,CREBBP_mut,0.4190529755383047
Tubastatin A,"HDAC1, HDAC6, HDAC8",Chromatin histone acetylation,KRAS_mut,0.4927043379342377
Tubastatin A,"HDAC1, HDAC6, HDAC8",Chromatin histone acetylation,NRAS_mut,0.7538829973203249
Tubastatin A,"HDAC1, HDAC6, HDAC8",Chromatin histone acetylation,SACS_mut,0.7425870650578907
Tubastatin A,"HDAC1, HDAC6, HDAC8",Chromatin histone acetylation,TP53_mut,0.5083665747320536
Zibotentan,Endothelin-1 receptor (EDNRA),Other,ASXL1_mut,1.1566412110033448
Zibotentan,Endothelin-1 receptor (EDNRA),Other,CREBBP_mut,0.9140680937641912
Zibotentan,Endothelin-1 receptor (EDNRA),Other,KRAS_mut,0.7558976226267663
Zibotentan,Endothelin-1 receptor (EDNRA),Other,NRAS_mut,0.6627997117011709
Zibotentan,Endothelin-1 receptor (EDNRA),Other,SACS_mut,0.8907231668125881
Zibotentan,Endothelin-1 receptor (EDNRA),Other,TP53_mut,0.7974633521925231
Sepantronium bromide,BIRC5,Apoptosis regulation,ASXL1_mut,0.20025589583960657
Sepantronium bromide,BIRC5,Apoptosis regulation,CREBBP_mut,0.03462228197311604
Sepantronium bromide,BIRC5,Apoptosis regulation,KRAS_mut,0.057870368666494476
Sepantronium bromide,BIRC5,Apoptosis regulation,NRAS_mut,0.0426235113680691
Sepantronium bromide,BIRC5,Apoptosis regulation,SACS_mut,0.05921247262817699
Sepantronium bromide,BIRC5,Apoptosis regulation,TP53_mut,0.5736963613543707
NSC-207895,MDM4,p53 pathway,ASXL1_mut,0.08238069116856138
NSC-207895,MDM4,p53 pathway,CREBBP_mut,0.3292009713443288
NSC-207895,MDM4,p53 pathway,KRAS_mut,0.5214690564575426
NSC-207895,MDM4,p53 pathway,NRAS_mut,1.3169906667701978
NSC-207895,MDM4,p53 pathway,SACS_mut,0.6569434316886755
NSC-207895,MDM4,p53 pathway,TP53_mut,0.6335233506486377
VNLG/124,"HDAC,RAR",Chromatin histone acetylation,ASXL1_mut,0.6360203522967446
VNLG/124,"HDAC,RAR",Chromatin histone acetylation,CREBBP_mut,0.1332491855833594
VNLG/124,"HDAC,RAR",Chromatin histone acetylation,KRAS_mut,0.2466892618602681
VNLG/124,"HDAC,RAR",Chromatin histone acetylation,NRAS_mut,0.6729782646384912
VNLG/124,"HDAC,RAR",Chromatin histone acetylation,SACS_mut,0.39906108261904705
VNLG/124,"HDAC,RAR",Chromatin histone acetylation,TP53_mut,0.7739459462536712
AR-42,HDAC1,Chromatin histone acetylation,ASXL1_mut,0.48705846361074073
AR-42,HDAC1,Chromatin histone acetylation,CREBBP_mut,0.8574582860137432
AR-42,HDAC1,Chromatin histone acetylation,KRAS_mut,1.5352225750680797
AR-42,HDAC1,Chromatin histone acetylation,NRAS_mut,1.0420089213823338
AR-42,HDAC1,Chromatin histone acetylation,SACS_mut,0.7799491371681678
AR-42,HDAC1,Chromatin histone acetylation,TP53_mut,0.7946256323356954
CUDC-101,"HDAC1-10, EGFR, ERBB2",Other,ASXL1_mut,0.07848161139421023
CUDC-101,"HDAC1-10, EGFR, ERBB2",Other,CREBBP_mut,1.0816572721025246
CUDC-101,"HDAC1-10, EGFR, ERBB2",Other,KRAS_mut,1.1236062725202607
CUDC-101,"HDAC1-10, EGFR, ERBB2",Other,NRAS_mut,1.018531606453578
CUDC-101,"HDAC1-10, EGFR, ERBB2",Other,SACS_mut,0.6558221612695496
CUDC-101,"HDAC1-10, EGFR, ERBB2",Other,TP53_mut,0.9859289509912671
Belinostat,HDAC1,Chromatin histone acetylation,ASXL1_mut,0.7167315445409775
Belinostat,HDAC1,Chromatin histone acetylation,CREBBP_mut,0.5589994865228821
Belinostat,HDAC1,Chromatin histone acetylation,KRAS_mut,1.8312766852276459
Belinostat,HDAC1,Chromatin histone acetylation,NRAS_mut,0.8044811861101276
Belinostat,HDAC1,Chromatin histone acetylation,SACS_mut,0.6720567907365265
Belinostat,HDAC1,Chromatin histone acetylation,TP53_mut,0.7572729511568227
I-BET-762,"BRD2, BRD3, BRD4",Chromatin other,ASXL1_mut,0.3085191723519732
I-BET-762,"BRD2, BRD3, BRD4",Chromatin other,CREBBP_mut,0.43642927205786564
I-BET-762,"BRD2, BRD3, BRD4",Chromatin other,KRAS_mut,0.27551425452642875
I-BET-762,"BRD2, BRD3, BRD4",Chromatin other,NRAS_mut,0.80434322585635
I-BET-762,"BRD2, BRD3, BRD4",Chromatin other,SACS_mut,0.973926019950645
I-BET-762,"BRD2, BRD3, BRD4",Chromatin other,TP53_mut,0.7355872434327114
CAY10603,"HDAC1, HDAC6",Chromatin histone acetylation,ASXL1_mut,0.723982616445067
CAY10603,"HDAC1, HDAC6",Chromatin histone acetylation,CREBBP_mut,0.4747352449715987
CAY10603,"HDAC1, HDAC6",Chromatin histone acetylation,KRAS_mut,1.4401799105376742
CAY10603,"HDAC1, HDAC6",Chromatin histone acetylation,NRAS_mut,0.8631136395490402
CAY10603,"HDAC1, HDAC6",Chromatin histone acetylation,SACS_mut,0.5738368414299289
CAY10603,"HDAC1, HDAC6",Chromatin histone acetylation,TP53_mut,0.6081637389525327
Linifanib,"VEGFR1, VEGFR2, VEGFR3, CSF1R, FLT3, KIT",RTK signaling,ASXL1_mut,0.7220738693531026
Linifanib,"VEGFR1, VEGFR2, VEGFR3, CSF1R, FLT3, KIT",RTK signaling,CREBBP_mut,0.4779707987008187
Linifanib,"VEGFR1, VEGFR2, VEGFR3, CSF1R, FLT3, KIT",RTK signaling,KRAS_mut,0.5135968831441445
Linifanib,"VEGFR1, VEGFR2, VEGFR3, CSF1R, FLT3, KIT",RTK signaling,NRAS_mut,0.9643449154235205
Linifanib,"VEGFR1, VEGFR2, VEGFR3, CSF1R, FLT3, KIT",RTK signaling,SACS_mut,0.44581038269202755
Linifanib,"VEGFR1, VEGFR2, VEGFR3, CSF1R, FLT3, KIT",RTK signaling,TP53_mut,0.2809622895549317
BIX02189,"MEK5, ERK5",ERK MAPK signaling,ASXL1_mut,0.13825681401469972
BIX02189,"MEK5, ERK5",ERK MAPK signaling,CREBBP_mut,0.8250746062963837
BIX02189,"MEK5, ERK5",ERK MAPK signaling,KRAS_mut,0.24961567477641325
BIX02189,"MEK5, ERK5",ERK MAPK signaling,NRAS_mut,1.624518751652169
BIX02189,"MEK5, ERK5",ERK MAPK signaling,SACS_mut,0.34367659323368316
BIX02189,"MEK5, ERK5",ERK MAPK signaling,TP53_mut,1.0293913674999289
Alectinib,ALK,RTK signaling,ASXL1_mut,0.38898842097947195
Alectinib,ALK,RTK signaling,CREBBP_mut,0.24295720540366145
Alectinib,ALK,RTK signaling,KRAS_mut,0.7088489967130962
Alectinib,ALK,RTK signaling,NRAS_mut,0.36954545572978303
Alectinib,ALK,RTK signaling,SACS_mut,0.2590699012012488
Alectinib,ALK,RTK signaling,TP53_mut,0.037480409839256934
Pelitinib,EGFR,EGFR signaling,ASXL1_mut,0.39572108017787505
Pelitinib,EGFR,EGFR signaling,CREBBP_mut,1.043684611786896
Pelitinib,EGFR,EGFR signaling,KRAS_mut,0.625073448988272
Pelitinib,EGFR,EGFR signaling,NRAS_mut,0.48266929297130434
Pelitinib,EGFR,EGFR signaling,SACS_mut,0.24305174236732266
Pelitinib,EGFR,EGFR signaling,TP53_mut,0.35060248229538393
Omipalisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,ASXL1_mut,0.6876280298481389
Omipalisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,CREBBP_mut,0.394146126197792
Omipalisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,KRAS_mut,0.646660719194626
Omipalisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,NRAS_mut,1.1297060933834078
Omipalisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,SACS_mut,0.9588325486037229
Omipalisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,TP53_mut,0.46570841121681006
JNJ38877605,MET,RTK signaling,ASXL1_mut,1.0677978045813254
JNJ38877605,MET,RTK signaling,CREBBP_mut,0.5843088530113865
JNJ38877605,MET,RTK signaling,KRAS_mut,0.8311291296897905
JNJ38877605,MET,RTK signaling,NRAS_mut,0.7822972294244177
JNJ38877605,MET,RTK signaling,SACS_mut,0.6339131630343322
JNJ38877605,MET,RTK signaling,TP53_mut,0.5522284756917221
SU11274,MET,RTK signaling,ASXL1_mut,0.7124044513229858
SU11274,MET,RTK signaling,CREBBP_mut,0.23957894841009508
SU11274,MET,RTK signaling,KRAS_mut,1.3911148164036728
SU11274,MET,RTK signaling,NRAS_mut,1.3221772673675047
SU11274,MET,RTK signaling,SACS_mut,0.5127055951028058
SU11274,MET,RTK signaling,TP53_mut,0.8998884627396955
KIN001-236,"HDAC6, HDAC10",Chromatin histone acetylation,ASXL1_mut,0.7262313831883034
KIN001-236,"HDAC6, HDAC10",Chromatin histone acetylation,CREBBP_mut,0.1387041168087225
KIN001-236,"HDAC6, HDAC10",Chromatin histone acetylation,KRAS_mut,0.3359354342468396
KIN001-236,"HDAC6, HDAC10",Chromatin histone acetylation,NRAS_mut,1.1819923852169896
KIN001-236,"HDAC6, HDAC10",Chromatin histone acetylation,SACS_mut,0.27609383775067114
KIN001-236,"HDAC6, HDAC10",Chromatin histone acetylation,TP53_mut,0.9180027540654899
KIN001-244,PDK1,"Other, kinases",ASXL1_mut,0.06738485959043818
KIN001-244,PDK1,"Other, kinases",CREBBP_mut,0.44823830165345724
KIN001-244,PDK1,"Other, kinases",KRAS_mut,0.3488191502877171
KIN001-244,PDK1,"Other, kinases",NRAS_mut,1.3074256449529875
KIN001-244,PDK1,"Other, kinases",SACS_mut,0.5754647890638744
KIN001-244,PDK1,"Other, kinases",TP53_mut,1.2222261591627313
WHI-P97,JAK3,"Other, kinases",ASXL1_mut,0.06916477868958919
WHI-P97,JAK3,"Other, kinases",CREBBP_mut,0.41842113443780915
WHI-P97,JAK3,"Other, kinases",KRAS_mut,0.5943391970541383
WHI-P97,JAK3,"Other, kinases",NRAS_mut,0.4340063059436698
WHI-P97,JAK3,"Other, kinases",SACS_mut,0.24225116646177475
WHI-P97,JAK3,"Other, kinases",TP53_mut,0.005706124676440026
KIN001-042,GSK3B,WNT signaling,ASXL1_mut,0.18390959079924785
KIN001-042,GSK3B,WNT signaling,CREBBP_mut,0.9231437889538577
KIN001-042,GSK3B,WNT signaling,KRAS_mut,0.4089397085885475
KIN001-042,GSK3B,WNT signaling,NRAS_mut,1.1852270663526496
KIN001-042,GSK3B,WNT signaling,SACS_mut,0.9484665632019476
KIN001-042,GSK3B,WNT signaling,TP53_mut,0.4906742912621469
KIN001-260,CDC7,DNA replication,ASXL1_mut,0.15777242627870874
KIN001-260,CDC7,DNA replication,CREBBP_mut,0.5387528763767115
KIN001-260,CDC7,DNA replication,KRAS_mut,0.25641183762882336
KIN001-260,CDC7,DNA replication,NRAS_mut,2.0278954527184814
KIN001-260,CDC7,DNA replication,SACS_mut,0.5547315222095623
KIN001-260,CDC7,DNA replication,TP53_mut,0.718884376191003
KIN001-266,CDC7,DNA replication,ASXL1_mut,0.26948982986604514
KIN001-266,CDC7,DNA replication,CREBBP_mut,0.5231872839099174
KIN001-266,CDC7,DNA replication,KRAS_mut,0.3180516967827056
KIN001-266,CDC7,DNA replication,NRAS_mut,0.17200764536697186
KIN001-266,CDC7,DNA replication,SACS_mut,0.05099510837033988
KIN001-266,CDC7,DNA replication,TP53_mut,0.04721624273786195
Masitinib,"KIT, PDGFRA, PDGFRB",RTK signaling,ASXL1_mut,0.30431609041990176
Masitinib,"KIT, PDGFRA, PDGFRB",RTK signaling,KRAS_mut,0.5104634876148642
Masitinib,"KIT, PDGFRA, PDGFRB",RTK signaling,NRAS_mut,0.8239112081905385
Masitinib,"KIT, PDGFRA, PDGFRB",RTK signaling,TP53_mut,0.27609228821276544
Amuvatinib,"KIT, PDGFRA, FLT3",RTK signaling,ASXL1_mut,0.062277160081888924
Amuvatinib,"KIT, PDGFRA, FLT3",RTK signaling,CREBBP_mut,0.10179832624755412
Amuvatinib,"KIT, PDGFRA, FLT3",RTK signaling,KRAS_mut,0.6437031878195656
Amuvatinib,"KIT, PDGFRA, FLT3",RTK signaling,NRAS_mut,0.4693745343061201
Amuvatinib,"KIT, PDGFRA, FLT3",RTK signaling,SACS_mut,0.11478575480602529
Amuvatinib,"KIT, PDGFRA, FLT3",RTK signaling,TP53_mut,0.31699106917982683
MPS-1-IN-1,MPS1,Mitosis,ASXL1_mut,0.7705604084710258
MPS-1-IN-1,MPS1,Mitosis,CREBBP_mut,0.771480119039383
MPS-1-IN-1,MPS1,Mitosis,KRAS_mut,0.9913551383234332
MPS-1-IN-1,MPS1,Mitosis,NRAS_mut,0.9665479190646887
MPS-1-IN-1,MPS1,Mitosis,SACS_mut,1.594038325354195
MPS-1-IN-1,MPS1,Mitosis,TP53_mut,0.8345989064997364
NVP-BHG712,"EPHB4, RAF, SRC, ABL","Other, kinases",ASXL1_mut,0.738683748804729
NVP-BHG712,"EPHB4, RAF, SRC, ABL","Other, kinases",CREBBP_mut,1.1505117541956849
NVP-BHG712,"EPHB4, RAF, SRC, ABL","Other, kinases",KRAS_mut,0.44560864694319263
NVP-BHG712,"EPHB4, RAF, SRC, ABL","Other, kinases",NRAS_mut,0.5446497691185407
NVP-BHG712,"EPHB4, RAF, SRC, ABL","Other, kinases",SACS_mut,0.365747526604461
NVP-BHG712,"EPHB4, RAF, SRC, ABL","Other, kinases",TP53_mut,1.158147833401084
OSI-930,"KIT, VEGFR2",RTK signaling,ASXL1_mut,0.18158380110334396
OSI-930,"KIT, VEGFR2",RTK signaling,CREBBP_mut,0.5715836078489605
OSI-930,"KIT, VEGFR2",RTK signaling,KRAS_mut,1.140690735595638
OSI-930,"KIT, VEGFR2",RTK signaling,NRAS_mut,0.6689605177114574
OSI-930,"KIT, VEGFR2",RTK signaling,SACS_mut,0.365222840924493
OSI-930,"KIT, VEGFR2",RTK signaling,TP53_mut,0.6843801537443874
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,ASXL1_mut,0.47550409488454115
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,CREBBP_mut,0.8197864884638123
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,KRAS_mut,0.4308153278983083
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,NRAS_mut,1.661492241159056
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,SACS_mut,1.0530740609573852
OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,TP53_mut,0.6278746933844181
CX-5461,RNA Polymerase 1,Other,ASXL1_mut,1.1498485757989692
CX-5461,RNA Polymerase 1,Other,CREBBP_mut,0.45234884449805773
CX-5461,RNA Polymerase 1,Other,KRAS_mut,1.3329136068532514
CX-5461,RNA Polymerase 1,Other,NRAS_mut,1.0867408896793267
CX-5461,RNA Polymerase 1,Other,SACS_mut,0.31083412217872963
CX-5461,RNA Polymerase 1,Other,TP53_mut,1.5109730225120725
PHA-793887,"CDK2, CDK7, CDK5",Cell cycle,ASXL1_mut,0.3127764759317089
PHA-793887,"CDK2, CDK7, CDK5",Cell cycle,CREBBP_mut,0.12523480513006569
PHA-793887,"CDK2, CDK7, CDK5",Cell cycle,KRAS_mut,0.2788007721858051
PHA-793887,"CDK2, CDK7, CDK5",Cell cycle,NRAS_mut,1.3764001326513786
PHA-793887,"CDK2, CDK7, CDK5",Cell cycle,SACS_mut,0.20290062893665917
PHA-793887,"CDK2, CDK7, CDK5",Cell cycle,TP53_mut,0.6819675242604183
PI-103,"PI3Kalpha, DAPK3, CLK4, PIM3, HIPK2","Other, kinases",ASXL1_mut,0.7066202007010832
PI-103,"PI3Kalpha, DAPK3, CLK4, PIM3, HIPK2","Other, kinases",CREBBP_mut,0.20158380472582418
PI-103,"PI3Kalpha, DAPK3, CLK4, PIM3, HIPK2","Other, kinases",KRAS_mut,0.682863024817337
PI-103,"PI3Kalpha, DAPK3, CLK4, PIM3, HIPK2","Other, kinases",NRAS_mut,1.891844394241413
PI-103,"PI3Kalpha, DAPK3, CLK4, PIM3, HIPK2","Other, kinases",SACS_mut,0.7214534421043569
PI-103,"PI3Kalpha, DAPK3, CLK4, PIM3, HIPK2","Other, kinases",TP53_mut,0.7587466729807945
PIK-93,PK3CG,PI3K/MTOR signaling,ASXL1_mut,0.6017602642887073
PIK-93,PK3CG,PI3K/MTOR signaling,CREBBP_mut,0.8594120494238959
PIK-93,PK3CG,PI3K/MTOR signaling,KRAS_mut,0.7678428606675212
PIK-93,PK3CG,PI3K/MTOR signaling,NRAS_mut,1.5870381883736095
PIK-93,PK3CG,PI3K/MTOR signaling,SACS_mut,1.2362241900641187
PIK-93,PK3CG,PI3K/MTOR signaling,TP53_mut,1.18519807104905
SB52334,ALK5,RTK signaling,ASXL1_mut,1.2260362875462971
SB52334,ALK5,RTK signaling,CREBBP_mut,0.2852846004409095
SB52334,ALK5,RTK signaling,KRAS_mut,1.74858176282685
SB52334,ALK5,RTK signaling,NRAS_mut,0.7643892734534927
SB52334,ALK5,RTK signaling,SACS_mut,0.860006873284012
SB52334,ALK5,RTK signaling,TP53_mut,0.6122197292770777
TPCA-1,IKK2,"Other, kinases",ASXL1_mut,0.2072394825155165
TPCA-1,IKK2,"Other, kinases",CREBBP_mut,0.3088792844144286
TPCA-1,IKK2,"Other, kinases",KRAS_mut,0.12817694058204623
TPCA-1,IKK2,"Other, kinases",NRAS_mut,2.5300261990030886
TPCA-1,IKK2,"Other, kinases",SACS_mut,0.6535458792408219
TPCA-1,IKK2,"Other, kinases",TP53_mut,0.6129980051361413
Fedratinib,JAK2,"Other, kinases",ASXL1_mut,0.45011137730911704
Fedratinib,JAK2,"Other, kinases",CREBBP_mut,0.2202036755925189
Fedratinib,JAK2,"Other, kinases",KRAS_mut,0.4675633439050262
Fedratinib,JAK2,"Other, kinases",NRAS_mut,2.1617778235775957
Fedratinib,JAK2,"Other, kinases",SACS_mut,0.5709348277997237
Fedratinib,JAK2,"Other, kinases",TP53_mut,0.41959541688071533
Foretinib,"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",RTK signaling,ASXL1_mut,0.5231429688316807
Foretinib,"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",RTK signaling,CREBBP_mut,0.8172405364963683
Foretinib,"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",RTK signaling,KRAS_mut,0.35652590880367524
Foretinib,"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",RTK signaling,NRAS_mut,1.4633011287614606
Foretinib,"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",RTK signaling,SACS_mut,0.663384067146082
Foretinib,"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",RTK signaling,TP53_mut,0.656240610214745
Y-39983,ROCK,Cytoskeleton,ASXL1_mut,0.45713771351573845
Y-39983,ROCK,Cytoskeleton,CREBBP_mut,0.2240525658740529
Y-39983,ROCK,Cytoskeleton,KRAS_mut,1.1422407323842096
Y-39983,ROCK,Cytoskeleton,NRAS_mut,1.9535655440008546
Y-39983,ROCK,Cytoskeleton,SACS_mut,0.729996142972222
Y-39983,ROCK,Cytoskeleton,TP53_mut,0.8821955725040262
YM201636,PIKFYVE,PI3K/MTOR signaling,ASXL1_mut,0.1747528258671533
YM201636,PIKFYVE,PI3K/MTOR signaling,CREBBP_mut,0.4819476502054659
YM201636,PIKFYVE,PI3K/MTOR signaling,KRAS_mut,0.2307681113199685
YM201636,PIKFYVE,PI3K/MTOR signaling,NRAS_mut,1.6379836637190628
YM201636,PIKFYVE,PI3K/MTOR signaling,SACS_mut,0.461195972403208
YM201636,PIKFYVE,PI3K/MTOR signaling,TP53_mut,1.0189800178930661
Tivozanib,"VEGFR1, VEGFR2, VEGFR3, PDGFR, KIT",RTK signaling,ASXL1_mut,0.2649781966312178
Tivozanib,"VEGFR1, VEGFR2, VEGFR3, PDGFR, KIT",RTK signaling,CREBBP_mut,0.2042387196275741
Tivozanib,"VEGFR1, VEGFR2, VEGFR3, PDGFR, KIT",RTK signaling,KRAS_mut,0.928445725782613
Tivozanib,"VEGFR1, VEGFR2, VEGFR3, PDGFR, KIT",RTK signaling,NRAS_mut,0.8981574579294113
Tivozanib,"VEGFR1, VEGFR2, VEGFR3, PDGFR, KIT",RTK signaling,SACS_mut,0.1296723526234414
Tivozanib,"VEGFR1, VEGFR2, VEGFR3, PDGFR, KIT",RTK signaling,TP53_mut,0.2610219153877772
WYE-125132,mTOR,PI3K/MTOR signaling,ASXL1_mut,0.09100525332992543
WYE-125132,mTOR,PI3K/MTOR signaling,CREBBP_mut,0.48904035687043357
WYE-125132,mTOR,PI3K/MTOR signaling,KRAS_mut,0.35341306887932705
WYE-125132,mTOR,PI3K/MTOR signaling,NRAS_mut,1.2702905593888947
WYE-125132,mTOR,PI3K/MTOR signaling,SACS_mut,0.9290495146237547
WYE-125132,mTOR,PI3K/MTOR signaling,TP53_mut,0.5661361193514501
GSK690693,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,ASXL1_mut,0.5735252535102375
GSK690693,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,CREBBP_mut,0.16473288147080825
GSK690693,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,KRAS_mut,0.10844257008647308
GSK690693,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,NRAS_mut,1.122016472614343
GSK690693,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,SACS_mut,0.3145271979461432
GSK690693,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,TP53_mut,0.375378484103742
